,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
933,CORDOBA,Calamuchita,Los Cóndores,14007110,,,,1,,,,,,,,,,214,,,257,,,317,,,,31,,108,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,CORDOBA,Calamuchita,Los Molinos,14007120,,,,,,,,11,,,3,,,1,,,10,,1,6,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,CORDOBA,Calamuchita,Los Reartes,14007130,,,,1,,,,1,,,,,,7,,,21,,,154,,,,,,229,,,,,,,,,,254,,,,,,,,,,35,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,
936,CORDOBA,Calamuchita,Parque Calmayo,14007160,,,,,,,,28,,,5,,,1,,,6,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,CORDOBA,Calamuchita,Río de los Sauces,14007170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,CORDOBA,Calamuchita,San Agustín,14007180,,,,,,,,111,,,1,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,41,,,,,,,38,,,,,,"1,400",,,15,,,"1,230",,,,,,"2,462",,,,,59,,,,,115,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1
941,CORDOBA,Calamuchita,Segunda Usina,14007220,,,,,,,,,,,,,,33,,,,,,9,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,CORDOBA,Calamuchita,Villa Alpina,14007240,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,CORDOBA,Calamuchita,Villa Amancay,14007250,,,,,,,,,,,,,,,,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,CORDOBA,Calamuchita,Villa Berna,14007260,,,,,,,,,,,,,,,,,6,,,8,,,,,,22,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,5,,,,,,,,,,,,,,,,198,,,92,,,,,,86,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,,,,,,,,,,,,,,,,,8,,,61,,,,,,139,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,CORDOBA,Calamuchita,Villa del Dique,14007290,,,,,,,,272,,,235,,,408,,,82,,80,227,,,,,,464,,,,,2,,,,,33,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
949,CORDOBA,Calamuchita,Villa General Belgrano,14007310,1,,,1,,,,,,,,,,1,,,12,,2,478,,,,,,628,,,,,,,,,,37,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
950,CORDOBA,Calamuchita,Villa Quillinzo,14007330,,,,,,,,,,,,,,,,,,,,9,,,,,,71,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,CORDOBA,Calamuchita,Villa Rumipal,14007340,,,,,,,,,,,,,,806,,,4,,44,179,,,,,,339,,,,,,,,,,39,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
952,CORDOBA,Calamuchita,Villa San Miguel,14007170,,,,,,,,3,,,1,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,CORDOBA,Calamuchita,Villa Yacanto,14007360,,,,,,,,,,,,,,2,,,2,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,CORDOBA,Capital,Córdoba,14014010,26,2.0,,10,8.0,,33,"2,910",,,"1,550",,,"6,291",,36,265,,214,"17,373",,1,,267,,"24,511",1.0,"1,263",,1.0,"5,033",1,,"1,999",,"14,965",,,,,"6,079",,,,,"1,643",,,,2.0,,,,1,,,,,"238,007",,,,2,,,,,,2,,,,,,,,,,"148,775"
955,CORDOBA,Colón,Agua de Oro,14021010,,,,,,,,115,,,55,,,204,,,7,,21,7,,,,,,36,,,,,40,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,CORDOBA,Colón,Ascochinga,14021020,,,,,,,,,,,,,,2,,,,,,47,,,,,,67,,,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,CORDOBA,Colón,Colonia Caroya,14021050,,,,,,,,147,,,315,,,460,,,,,241,,,,,4,,33,,1,,,,,,,,5,,,,,7,,,,,7,,,,,,,,,,,,,"5,383",,,,5,,,,,,,,,,,,,,,,"1,013"
958,CORDOBA,Colón,Dumesnil,14021270,,,,,,,,,,,,,,,,,,,,9,,,,,,11,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,CORDOBA,Colón,El Manzano,14021110,,,,,,,,,,,60,,,50,,,15,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
960,CORDOBA,Colón,General Paz,14021130,,,,,,,,1,,,,,,,,,,,,16,,,,,,117,,,,,32,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,CORDOBA,Colón,Jesús María,14021140,,,,,,,,93,,,290,,,512,,,,,182,77,,,,11,,172,,48,,,17,,,3,,21,,,,,123,,,,,3,,,,,,,,,,,,,"7,370",,,,6,,,,,,,,,,,,,,,,"2,493"
962,CORDOBA,Colón,La Calera,14021150,,,,1,,,,17,,,,,,45,,,,,1,821,,,,,,"1,243",,10,,,273,,,6,,427,,,,,91,,,,,16,,,,,,,,,,,,,"2,949",,,,,,,,,,,,,,,,,,,,"3,423"
963,CORDOBA,Colón,La Granja,14021160,,,,,,,,24,,,,,,73,,,,,10,96,,,,8,,214,,,,,38,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,CORDOBA,Colón,Los Molles,14021180,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,CORDOBA,Colón,Malvinas Argentinas,14021190,,,,,,,,10,,,,,,43,,,35,,,378,,,,83,,733,,32,,,100,,,,,227,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,CORDOBA,Colón,Mendiolaza,14021200,,,,,,,,5,,,,,,7,,,,,,188,,,,,,649,,3,,,415,,,3,,325,,,,,84,,,,,206,,,,,,,,88,,,,,879,,,,32,,,,,,,,,,,,,,,,"1,149"
967,CORDOBA,Colón,Mi Granja,14021210,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,CORDOBA,Colón,Otros,Sin Datos,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,CORDOBA,Colón,Pajas Blancas,14021220,,,,,,,,,,,,,,8,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,CORDOBA,Colón,Río Ceballos,14021230,1,,,1,,,,108,,,,,,76,,,,,,422,,,,,,495,,14,,,103,,,8,,124,,,,,69,,,,,12,,,,,,,,,,,,,"2,991",,,,,,,,,,,,,,,,,,,,"2,171"
971,CORDOBA,Colón,Saldán,14021240,20,,,,,,,2,,,,,,4,,,,,,423,,,,,,175,,1,,,10,,,6,,813,,,,,199,,,,,366,,,,,,,,272,,,,,724,,,,142,,,,,,,,,,,,,,,,907
972,CORDOBA,Colón,Salsipuedes,14021250,,,,,,,,,,,,,,840,,,228,,,383,,,,,,28,,,,,1,,,2,,1,,,,,9,,,,,4,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,198
973,CORDOBA,Colón,Unquillo,14021280,1,,,,,,,80,,,136,,,368,,,,,41,"1,210",,,,,,"1,268",,2,,,136,,,,,366,,,,,14,,,,,9,,,,,,,,64,,,,,402,,,,41,,,,,,,,,,,,,,,,388
974,CORDOBA,Colón,Villa Allende,14021290,1,,,,,,,9,,,,,,1,,1,,,,320,,,,1,,418,,35,,,57,,,40,,528,,,,,233,,,,,100,,,,,,,,54,,,,,"3,376",,,,15,,,,,,,,,,,,,,,,"2,947"
975,CORDOBA,Colón,Villa Cerro Azul,14021300,,,,,,,,25,,,15,,,25,,,10,,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,,,,1,,,,11,,,,,,51,,,,,,129,,,,,,183,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,,,,,,,,3,,,,,,3,,,,,,303,,,,,,875,,,,,131,,,,,31,,,,,,,,,,7,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
978,CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,,,,,,,,,,,6,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,CORDOBA,Cruz del Eje,Bañado de Soto,14028020,,,,,,,,,,,,,,,,,,,,6,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,CORDOBA,Cruz del Eje,Cruz de Caña,14028040,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,CORDOBA,Cruz del Eje,Cruz del Eje,14028050,,,,,,,,86,,,,,,236,,,,,,879,,,,,,"2,541",,,,,92,,,,,19,,,,,,,,,,1,,,,,,,,,,,,,"2,439",,,,,,,,,,,,,,,,,,,,567
982,CORDOBA,Cruz del Eje,El Brete,14028060,,,,,,,,18,,,28,,,3,,,3,,,3,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,,,,,,,,,,,11,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,CORDOBA,Cruz del Eje,La Banda,14028090,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,CORDOBA,Cruz del Eje,La Batea,14028100,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,CORDOBA,Cruz del Eje,La Higuera,14028110,,,,,,,,1,,,,,,2,,,,,,2,,,,,,44,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,CORDOBA,Cruz del Eje,Las Playas,14028130,,,,,,,,9,,,19,,,,,,,,,2,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,CORDOBA,Cruz del Eje,Los Chañaritos,14028140,,,,,,,,9,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,CORDOBA,Cruz del Eje,Media Naranja,14028150,,,,,,,,15,,,11,,,,,,,,,25,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,CORDOBA,Cruz del Eje,Paso Viejo,14028160,,,,,,,,1,,,,,,8,,,,,,31,,,,,,134,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,,,,,,,,,,,,,,154,,,,,264,38,,,,,,223,,7,,,10,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,CORDOBA,Cruz del Eje,Serrezuela,14028180,,,,,,,,,,,,,,3,,,,,,14,,,,,,265,,,,,17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,CORDOBA,Cruz del Eje,Tuclame,14028190,,,,,,,,,,,,,,,,,,,,2,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,CORDOBA,Cruz del Eje,Villa de Soto,14028200,,,,2,,,,5,,,,,,214,,,,,109,180,,,,,,"1,382",,,,,35,,,,,74,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,CORDOBA,General Roca,Del Campillo,14035010,,,,1,,,,,,,,,,877,,,,,125,,,46,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,CORDOBA,General Roca,Hipólito Bouchard,14035030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,CORDOBA,General Roca,Huinca Renancó,14035040,,,,,,,,40,,,107,,,,,,"1,324",,,"1,016",,,,321,,53,,35,,9.0,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,CORDOBA,General Roca,ITALÓ,14035050,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,CORDOBA,General Roca,PINCÉN,14035090,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,,,,,,,,,,,,,,,,,,,,"1,653",,,,,,,,213,,,,,,49,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,CORDOBA,General Roca,Villa Huidobro,14035120,,,,1,,,,"1,208",,,,,,395,,,,,,285,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,CORDOBA,General Roca,Villa Valeria,14035140,,,,1,,,,,,,410,,,,,,124,,42,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,CORDOBA,General San Martín,Arroyo Algodón,14042010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,CORDOBA,General San Martín,Arroyo Cabral,14042020,2,,,1,,,,,,,,,,113,,,,,,529,,,,,,2,,24,,,,,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,CORDOBA,General San Martín,Ausonia,14042030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,CORDOBA,General San Martín,Chazón,14042040,,,,,,,,,,,,,,,,,,,,328,,,,,,16,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,CORDOBA,General San Martín,Etruria,14042050,,,,1,,,,1,,,,,,1,,,,,,6,,,,,,36,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,CORDOBA,General San Martín,La Laguna,14042060,,,,,,,,,,,,,,,,,,,,303,,,,,,211,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,CORDOBA,General San Martín,La Playosa,14042080,1,,,1,,,,,,,,,,,,,302,,,,,,,412,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,CORDOBA,General San Martín,Pasco,14042110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,CORDOBA,General San Martín,Silvio Pellico,14042130,,,,,,,,,,,,,,,,,,,,76,,,,,,22,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,CORDOBA,General San Martín,Ticino,14042140,7,,,1,,,,,,,,,,,,,,,,,,602,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,CORDOBA,General San Martín,Tío Pujio,14042150,2,,,,,,,7,,,14,,,270,,,,,,220,,,,,,53,,,4.0,,6,,,,,43,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,CORDOBA,General San Martín,Villa María,14042170,"2,855",,,,,,1,154,,,1,,,314,,5,30,,142,509,,,,2,,755,,209,,,134,,,10,,592,,,,,690,,,,,46,,,,,,,,,,,,,"17,999",,,,,,,,,,,,,,,,,,,,"4,651"
1015,CORDOBA,General San Martín,Villa Nueva,14042180,"1,834",,,1,,,1,14,,,,,,76,,,,,114,216,,1,,,,700,,4,,,95,,,2,,71,,,,,76,,,,,1,,,,,,,,,,,,,"1,369",,,,,,,,,,,,,,,,,,,,753
1016,CORDOBA,Ischilín,Chuña,14049030,,,,2,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,CORDOBA,Ischilín,Copacabana,14049040,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,CORDOBA,Ischilín,Deán Funes,14049050,1,,,1,,,,15,,,,,,101,,,,,,447,,,,,,"1,216",,"1,819",,,169,,,,,132,,,,,223,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,
1019,CORDOBA,Ischilín,Esquina del Alambre,14049060,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,CORDOBA,Ischilín,Los Chañaritos,14049120,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,CORDOBA,Ischilín,Olivares de San Nicolás,14049090,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,CORDOBA,Ischilín,Quilino,14049100,,,,,,,,4,,,,,,15,,,,,,22,,,,,,132,,,,,31,,,,,1,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,CORDOBA,Ischilín,Villa Quilino,14049130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,,,,,,,,8,,,,,,41,,,,,,128,,,,,,295,,129,,,71,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,CORDOBA,Juárez Celman,Bengolea,14056030,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,CORDOBA,Juárez Celman,Carnerillo,14056040,,,,1,,,,,,,51,,,,,,42,,,72,,,,,,186,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,
1027,CORDOBA,Juárez Celman,Charras,14056050,,,,,,,,,,,12,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,CORDOBA,Juárez Celman,General Cabrera,14056070,,,,,,,,11,,,,,,27,,,,,,173,,,,,,661,,,,,112,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,CORDOBA,Juárez Celman,General Deheza,14056080,71,,,,,,,,,,,,,10,,,270,,278,440,,,,,,2,,,,,"2,466",,,,,137,,,,,,,,,,834,,,,,,,,,,,,,6,,,,80,,,,,,,,,,,,,,,,6
1030,CORDOBA,Juárez Celman,Huanchillas,14056090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,CORDOBA,Juárez Celman,La Carlota,14056100,,,,,,,,21,,,,,,30,,,,,,169,,,,,,687,,,,,78,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,CORDOBA,Juárez Celman,Los Cisnes,14056110,,,,,,,,54,,,16,,,1,,,,,95,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,CORDOBA,Juárez Celman,Olaeta,14056120,,,,,,,,,,,35,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,CORDOBA,Juárez Celman,Santa Eufemia,14056150,11,,,1,,,,,,,,,,,,,,,,46,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
