,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
1549,FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,FORMOSA,Patiño,Ibarreta,34035080,,,,3,,,,1,,,102,,,235,,,119,,30,71,,,,,,166,,,,,33,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,FORMOSA,Patiño,Juan G. Bazán,34035090,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,FORMOSA,Patiño,Las Lomitas,34035100,1,,,4,,,,,,,,,,218,,,52,,610,123,,,,23,,457,,,,,74,,,,,14,,,,,,,,,,,,,,5.0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1553,FORMOSA,Patiño,Posta Cambio Zalazar,34035110,,,,,,,,,,,,,,28,,,5,,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,FORMOSA,Patiño,Pozo del Tigre,34035120,,,,,,,,,,,,,,119,,,38,,24,28,,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,FORMOSA,Patiño,San Martín I,34035130,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,FORMOSA,Patiño,San Martín II,34035140,,,,,,,,,,,,,,262,,,68,,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,FORMOSA,Patiño,Subteniente Perín,34035150,,,,1,,,,,,,,,,34,,,19,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,FORMOSA,Patiño,Villa General Güemes,34035160,,,,,,,,,,,,,,373,,,46,,22,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,,,,,,,,,,,,,,327,,,68,,33,19,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,FORMOSA,Pilagás,Buena Vista,34042010,,,,,,,,,,,,,,172,,,16,,23,1,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,FORMOSA,Pilagás,El Espinillo,34042020,2,,,,,,,,,,,,,232,,,28,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,FORMOSA,Pilagás,Laguna Gallo,34042030,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,FORMOSA,Pilagás,Misión Tacaagle,34042040,1,,,,,,,,,,,,,102,,,23,,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,FORMOSA,Pilagás,Tres Lagunas,34042060,,,,,,,,,,,24,,,70,,,8,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,FORMOSA,Pilcomayo,Clorinda,34049010,,,,,1.0,,,30,,,627,,,568,,,13,,154,"1,195",,,,,,748,,,,,,,,,,357,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,FORMOSA,Pilcomayo,Laguna Blanca,34049020,315,,,,,,,1,,,40,,,1,,,,,39,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,0,,,2,,,,,,,101,,,116,,,21,,32,8,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,FORMOSA,Pilcomayo,Palma Sola,34049040,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,FORMOSA,Pilcomayo,Riacho He-He,34049060,0,,,,,,,,,,,,,334,,,47,,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,FORMOSA,Pilcomayo,Riacho Negro,34049070,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,FORMOSA,Pilcomayo,Siete Palmas,34049080,,,,,,,,,,,15,,,57,,,3,,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,FORMOSA,Pirané,Colonia Campo Villafañe,34056010,,,,,,,,,,,,,,23,,,3,,31,1,,,,,,52,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,FORMOSA,Pirané,El Colorado,34056020,,,,5,13.0,,,,,,875,,,130,,,19,,61,812,,24,,31,,63,,48,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,FORMOSA,Pirané,Otros,Sin Datos,,,,,,,,,,,,,,35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,FORMOSA,Pirané,Palo Santo,34056030,,,,1,,,,34,,,65,,,247,,,69,,34,14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,FORMOSA,Pirané,Pirané,34056040,101,,,3,,,,,,,,,,174,,,32,,62,980,,,,,,2,,120,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,FORMOSA,Pirané,Villa Kilómetro 213,34056050,1,,,,,,,,,,,,,112,,,9,,37,2,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,FORMOSA,Ramón Lista,El Potrillo,34063010,,,,,5.0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,FORMOSA,Ramón Lista,El Quebracho,34063030,,,,,10.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,FORMOSA,Ramón Lista,General Mosconi,34063020,,,,3,5.0,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1582,FORMOSA,Ramón Lista,Otros,Sin Datos,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,JUJUY,Cochinoca,Abra Pampa,38007020,,,,2,1.0,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,JUJUY,Cochinoca,La Redonda,38007055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,JUJUY,Cochinoca,Puesto del Marquéz,38007060,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,550",,,,,,,,,,,,,,,,,,,,,,,"16,046",,,,,,,,,,,,,,,,,,,,
1587,JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,,,,,,,,,,,,,,6,,,,,,18,,,,,,43,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,JUJUY,Doctor Manuel Belgrano,León,38021030,1,,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,,,,2,1.0,,,381,,,,,,718,,,422,,,"2,183",,,,,,"3,035",,"22,758",,,241,,,,,"1,622",,,,,317,,,,,63,,,,,,,,,,,,,"18,282",,,,,,,,,,,,,,1.0,,,,,,"7,848"
1591,JUJUY,Doctor Manuel Belgrano,Yala,38021070,1,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,JUJUY,El Carmen,Aguas Calientes,38014010,10,,,,,,,,,,6,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,JUJUY,El Carmen,El Carmen,38014040,,,,1,1.0,,,,,,,,,486,,,1,,144,113,,,,,,412,,,,,34,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,JUJUY,El Carmen,Manantiales,38014060,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,JUJUY,El Carmen,Monterrico,38014070,,,,,1.0,,,,,,,,,539,,,,,132,10,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,JUJUY,El Carmen,Pampa Blanca,38014080,1,,,,1.0,,,,,,,,,179,,,,,35,4,,,,,,63,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,JUJUY,El Carmen,Perico,38014090,,,,,1.0,,,,,,1,,,956,,,,,883,10,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,JUJUY,El Carmen,Puesto Viejo,38014100,,,,,1.0,,,,,,,,,58,,,,,26,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,JUJUY,Humahuaca,El Aguilar,38028020,,,,1,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,JUJUY,Humahuaca,Humahuaca,38028040,5,,,1,1.0,,,1,,,,,,4,,,,,,107,,,,,,618,,,,,3,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,JUJUY,Humahuaca,Tres Cruces,38028050,,,,,,,,,,,,,,,,,,,5,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,,,,,,,,,,,,,,,,,,,5,1,,,,,,41,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,JUJUY,Ledesma,Caimancito,38035030,,,,,1.0,,,2,,,,,,26,,,,,8,15,,,,,,172,,,,,22,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,JUJUY,Ledesma,Calilegua,38035040,,,,,1.0,,,,,,58,,,20,,,,,466,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,JUJUY,Ledesma,Chalicán,38035050,,,,,,,,30,,,19,,,4,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,JUJUY,Ledesma,Fraile Pintado,38035060,,,,,1.0,,,124,,,10,,,13,,,,,10,68,,,,,,498,,,,,69,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,538,,,3,,,,376,,,637,,,452,,,1,,"2,054",,,,,,,"3,456",,,,,,,,,,150,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,JUJUY,Ledesma,Yuto,38035110,1,,,,,,,,,,34,,,88,,,,,49,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,JUJUY,OTROS,Otros,Sin Datos,-601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,JUJUY,Palpalá,Carahunco,38042010,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,JUJUY,Palpalá,Centro Forestal,38042020,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,10,,,1,2.0,,,,,,,,,,,,"2,408",,,293,,,,168,,84,,,,,9,,,,,"7,329",,,,,10,,,,,,,,,,,,,,,,,,"2,713",,,,,,,,,,,,,,,,,,,,
1615,JUJUY,Rinconada,Coyaguaima,38049007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,JUJUY,Rinconada,Lagunillas de Farallón,38049010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,JUJUY,Rinconada,Liviara,38049020,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,JUJUY,Rinconada,Loma Blanca,38049025,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,JUJUY,Rinconada,Nuevo Pirquitas,38049030,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,JUJUY,Rinconada,Orosmayo,38049035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,JUJUY,Rinconada,Rinconada,38049040,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,JUJUY,San Antonio,El Ceibal,38056010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,JUJUY,San Antonio,Los Alisos,38056017,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,JUJUY,San Antonio,San Antonio,38056030,,,,,1.0,,,,,,,,,63,,,1,,20,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,JUJUY,San Pedro,Don Emilio,38063030,,,,,,,,,,,2,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,JUJUY,San Pedro,La Esperanza,38063070,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,JUJUY,San Pedro,La Mendieta,38063090,,,,,1.0,,,,,,110,,,38,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,JUJUY,San Pedro,Rosario de Río Grande,38063150,,,,,,,,,,,11,,,6,,,,,39,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,JUJUY,San Pedro,San Lucas,38063170,,,,,,,,,,,,,,8,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,,,,,1.0,,,598,,,678,,,"1,552",,,,,358,"1,466",,,,831,,"2,145",,463,,,138,,,4,,411,,,,,5,,,,,46,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1631,JUJUY,SANTA BARBARA,El Fuerte,38070010,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,JUJUY,SANTA BARBARA,El Piquete,38070020,,,,,,,,,,,,,,,,,,,,4,,,,,,62,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,JUJUY,SANTA BARBARA,El Talar,38070030,,,,1,5.0,,,,,,,,,38,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,JUJUY,SANTA BARBARA,Otros,Sin Datos,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,JUJUY,SANTA BARBARA,Palma Sola,38070040,,,,,1.0,,,21,,,67,,,11,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,JUJUY,SANTA BARBARA,Santa Clara,38070060,,,,1,,,,2,,,,,,5,,,,,20,10,,10,,,,84,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,JUJUY,SANTA BARBARA,Vinalito,38070070,,,,,5.0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,JUJUY,Santa Catalina,Casira,38077010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,JUJUY,Santa Catalina,Ciénega,38077020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,JUJUY,Santa Catalina,Cieneguillas,38077030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,JUJUY,Santa Catalina,Cusi Cusi,38077040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,JUJUY,Santa Catalina,Misarrumi,38077060,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,JUJUY,Santa Catalina,Oratorio,38077070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,JUJUY,Santa Catalina,Paicone,38077080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,JUJUY,Santa Catalina,Santa Catalina,38077100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,JUJUY,Susques,Catua,38084010,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,JUJUY,Susques,Coranzuli,38084020,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,JUJUY,Susques,El Toro,38084030,2,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,JUJUY,Susques,Huáncar,38084040,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,JUJUY,Susques,Jama,38084045,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,JUJUY,Susques,Mina Providencia,38084050,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,JUJUY,Susques,Olacapato,38084055,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,JUJUY,Susques,Olaroz Chico,38084060,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,30,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,JUJUY,Susques,Pastos Chicos,38084070,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,JUJUY,Susques,Puesto Sey,38084080,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,JUJUY,Susques,San Juan de Quillaqués,38084090,,,,,,,,,,,,,,,,,,,5,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,JUJUY,Susques,Susques,38084100,14,,,3,1.0,,,1,,,2,,,,,,4,,,,,,,,,280,,,,,,,,,,5,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,JUJUY,Tilcara,Huacalera,38094020,,,,,,,,,,,,,,,,,,,5,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,JUJUY,Tilcara,Juella,38094030,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,JUJUY,Tilcara,Maimará,38094040,,,,2,,,,,,,,,,,,,,,5,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,JUJUY,Tilcara,Tilcara,38094050,1,,,1,1.0,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,JUJUY,Tumbaya,Bárcena,38098010,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,JUJUY,Tumbaya,El Moreno,38098020,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,JUJUY,Tumbaya,Purmamarca,38098030,,,,,,,,1,,,,,,,,,,,,13,,,,,,59,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,JUJUY,Tumbaya,Tumbaya,38098040,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,JUJUY,Tumbaya,Volcán,38098050,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,JUJUY,Valle Grande,Santa Ana,38105040,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,JUJUY,Yavi,Barrios,38112010,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
